,Price Option Lookup,,,,Pricing Unit,,,,,
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-1SLIDE,CINEMA000335SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-1SLIDE,CINEMA000335SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-2ADFILM,CINEMA000335SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-2ADFILM,CINEMA000335SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-2SLIDE,CINEMA000335SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-2SLIDE,CINEMA000335SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-3ADFILM,CINEMA000335SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-3ADFILM,CINEMA000335SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-3SLIDE,CINEMA000335SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-3SLIDE,CINEMA000335SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-4ADFILM,CINEMA000335SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-4ADFILM,CINEMA000335SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-4SLIDE,CINEMA000335SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,SCREEN-4SLIDE,CINEMA000335SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-1ADFILM,CINEMA000336SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-1ADFILM,CINEMA000336SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-1SLIDE,CINEMA000336SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-1SLIDE,CINEMA000336SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-2ADFILM,CINEMA000336SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-2ADFILM,CINEMA000336SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-2SLIDE,CINEMA000336SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,SCREEN-2SLIDE,CINEMA000336SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-1ADFILM,CINEMA000337SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-1ADFILM,CINEMA000337SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-1SLIDE,CINEMA000337SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-1SLIDE,CINEMA000337SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-2ADFILM,CINEMA000337SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-2ADFILM,CINEMA000337SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-2SLIDE,CINEMA000337SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-2SLIDE,CINEMA000337SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-3ADFILM,CINEMA000337SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-3ADFILM,CINEMA000337SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-3SLIDE,CINEMA000337SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-3SLIDE,CINEMA000337SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-4ADFILM,CINEMA000337SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-4ADFILM,CINEMA000337SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-4SLIDE,CINEMA000337SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-4SLIDE,CINEMA000337SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-5ADFILM,CINEMA000337SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-5ADFILM,CINEMA000337SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-5SLIDE,CINEMA000337SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-5SLIDE,CINEMA000337SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-6ADFILM,CINEMA000337SCREEN-6ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-6ADFILM,CINEMA000337SCREEN-6ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-6SLIDE,CINEMA000337SCREEN-6SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-6SLIDE,CINEMA000337SCREEN-6SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-7ADFILM,CINEMA000337SCREEN-7ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-7ADFILM,CINEMA000337SCREEN-7ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-7SLIDE,CINEMA000337SCREEN-7SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-7SLIDE,CINEMA000337SCREEN-7SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-8ADFILM,CINEMA000337SCREEN-8ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-8ADFILM,CINEMA000337SCREEN-8ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-8SLIDE,CINEMA000337SCREEN-8SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,SCREEN-8SLIDE,CINEMA000337SCREEN-8SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-1ADFILM,CINEMA000338SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-1ADFILM,CINEMA000338SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-1SLIDE,CINEMA000338SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-1SLIDE,CINEMA000338SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-2ADFILM,CINEMA000338SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-2ADFILM,CINEMA000338SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-2SLIDE,CINEMA000338SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-2SLIDE,CINEMA000338SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-3ADFILM,CINEMA000338SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-3ADFILM,CINEMA000338SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-3SLIDE,CINEMA000338SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-3SLIDE,CINEMA000338SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-4ADFILM,CINEMA000338SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-4ADFILM,CINEMA000338SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-4SLIDE,CINEMA000338SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,SCREEN-4SLIDE,CINEMA000338SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-1ADFILM,CINEMA000339SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-1ADFILM,CINEMA000339SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-1SLIDE,CINEMA000339SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-1SLIDE,CINEMA000339SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-2ADFILM,CINEMA000339SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-2ADFILM,CINEMA000339SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-2SLIDE,CINEMA000339SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-2SLIDE,CINEMA000339SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-3ADFILM,CINEMA000339SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-3ADFILM,CINEMA000339SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-3SLIDE,CINEMA000339SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,SCREEN-3SLIDE,CINEMA000339SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-1ADFILM,CINEMA000340SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-1ADFILM,CINEMA000340SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-1SLIDE,CINEMA000340SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-1SLIDE,CINEMA000340SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-2ADFILM,CINEMA000340SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-2ADFILM,CINEMA000340SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-2SLIDE,CINEMA000340SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-2SLIDE,CINEMA000340SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-3ADFILM,CINEMA000340SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-3ADFILM,CINEMA000340SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-3SLIDE,CINEMA000340SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-3SLIDE,CINEMA000340SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-4ADFILM,CINEMA000340SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-4ADFILM,CINEMA000340SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-4SLIDE,CINEMA000340SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,SCREEN-4SLIDE,CINEMA000340SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-1ADFILM,CINEMA000341SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-1ADFILM,CINEMA000341SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-1SLIDE,CINEMA000341SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-1SLIDE,CINEMA000341SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-2ADFILM,CINEMA000341SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-2ADFILM,CINEMA000341SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-2SLIDE,CINEMA000341SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-2SLIDE,CINEMA000341SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-3ADFILM,CINEMA000341SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-3ADFILM,CINEMA000341SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-3SLIDE,CINEMA000341SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,SCREEN-3SLIDE,CINEMA000341SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-1ADFILM,CINEMA000342SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-1ADFILM,CINEMA000342SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-1SLIDE,CINEMA000342SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-1SLIDE,CINEMA000342SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-2ADFILM,CINEMA000342SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-2ADFILM,CINEMA000342SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-2SLIDE,CINEMA000342SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-2SLIDE,CINEMA000342SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-3ADFILM,CINEMA000342SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-3ADFILM,CINEMA000342SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-3SLIDE,CINEMA000342SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-3SLIDE,CINEMA000342SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-4ADFILM,CINEMA000342SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-4ADFILM,CINEMA000342SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-4SLIDE,CINEMA000342SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,SCREEN-4SLIDE,CINEMA000342SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-1ADFILM,CINEMA000343SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-1ADFILM,CINEMA000343SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-1SLIDE,CINEMA000343SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-1SLIDE,CINEMA000343SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-2ADFILM,CINEMA000343SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-2ADFILM,CINEMA000343SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-2SLIDE,CINEMA000343SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-2SLIDE,CINEMA000343SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-3ADFILM,CINEMA000343SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-3ADFILM,CINEMA000343SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-3SLIDE,CINEMA000343SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-3SLIDE,CINEMA000343SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-4ADFILM,CINEMA000343SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-4ADFILM,CINEMA000343SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-4SLIDE,CINEMA000343SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,SCREEN-4SLIDE,CINEMA000343SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-1ADFILM,CINEMA000344SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-1ADFILM,CINEMA000344SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-1SLIDE,CINEMA000344SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-1SLIDE,CINEMA000344SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-2ADFILM,CINEMA000344SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-2ADFILM,CINEMA000344SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,SCREEN-2SLIDE,CINEMA000344SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
